Institution,Date of initial application by author,Submitted by,University department,PubMed Central (PMC) ID,PubMed ID,DOI,Affiliated author,Publisher,Journal,ISSN,Type of publication,Article title,Date of publication,Fund that APC is paid from (1),Fund that APC is paid from (2),Fund that APC is paid from (3),Funder of research (1),Funder of research (2),Funder of research (3),Grant ID (1),Grant ID (2),Grant ID (3),Date of APC payment,APC paid (actual currency) including VAT if charged,APC paid (actual currency) excluding VAT,VAT (actual currency),Currency of APC,APC paid () including VAT if charged,APC paid () excluding VAT,VAT (),Additional publication costs (),"Discounts, memberships & pre-payment agreements",Amount of APC charged to COAF grant (include VAT if charged) in ,Amount of APC charged to RCUK OA fund (include VAT if charged) in ,Licence,Correct license applied,Problem-free open access publication,Notes
University of Cambridge,26/05/2015,,Department of Materials Science and Metallurgy,,,10.1016/j.scriptamat.2015.05.025,,Elsevier,Scripta Materialia,1359-6462,Journal Article/Review (Hybrid journal),On the nature of the omega tri-layer periodicity in rapidly cooled Ti-15Mo,01/06/2015,RCUK,,,,,,,,,11/06/2015,,,,,2271.38,,,,,,,CC BY,Yes,No,Not labelled on CC BY until recently
University of Cambridge,27/05/2015,,Department of Engineering,,,10.1016/j.apenergy.2015.05.065,,Elsevier,Applied Energy,0306-2619,Journal Article/Review (Hybrid journal),The optimal thermo-optical properties and energy saving potential of adaptive glazing technologies,08/07/2015,RCUK,,,,,,,,,04/06/2015,,,,,2498.51,,,,,,,CC BY,Yes,Yes,
University of Cambridge,27/05/2015,,Department of Chemical Engineering and Biotechnology,,,10.1002/jps.24544,,Wiley,Journal of Pharmaceutical Sciences,,Journal Article/Review (Hybrid journal),"The Disintegration Process in Microcrystalline Cellulose Based Tablets, Part 1: Influence of Temperature, Porosity and Superdisintegrants",12/06/2015,RCUK,,,,,,,,,26/08/2014,,,,,4145.05,,,,,,,None,No,No,No licence
University of Cambridge,27/05/2015,,Department of Earth Sciences,,,10.1038/ncomms8850,,Nature Publishing Group,Nature Communications,2041-1723,Journal Article/Review (Full OA journal),Constraints on soluble aerosol iron flux to the Southern Ocean at the Last Glacial Maximum,23/07/2015,RCUK,,,,,,,,,02/07/2015,,,,,3780,,,,,,,CC BY,Yes,Yes,
University of Cambridge,27/05/2015,,Department of Psychiatry,,,10.1371/journal.pone.0128102,,Public Library of Science,PLOS ONE,1932-6203,Journal Article/Review (Full OA journal),Testing the Extreme Female Brain Theory of Psychosis in Adults with Autism Spectrum Disorder with or without Co-Morbid Psychosis,12/06/2015,RCUK,,,,,,,,,17/06/2015,,,,,1056.89,,,,,,,CC BY,Yes,Yes,
University of Cambridge,28/05/2015,,Cancer Research UK Cambridge Institute,,,10.1093/annonc/mdv192,,Oxford University Press,Annals of Oncology,,Journal Article/Review (Hybrid journal),"PD-L1 protein expression in breast cancer is rare, enriched in basal-like tumours and associated with infiltrating lymphocytes",20/04/2015,COAF,,,,,,,,,,,,,,,,,,,,,None,No,No,Not yet invoiced
University of Cambridge,28/05/2015,,MRC Epidemiology Unit,,,,,BMJ Publishing Group,BMJ Open Diabetes Research & Care,,Journal Article/Review (Full OA journal),Medication burden in the first five years following diagnosis of type 2 diabetes: findings from the ADDITION-UK trial cohort,,RCUK,COAF,,,,,,,,,,,,,,,,,,,,,,,Not yet invoiced
University of Cambridge,28/05/2015,,Department of Medicine,,,10.1016/j.cmi.2015.05.026,,Elsevier,Clinical Microbiology and Infection,,Journal Article/Review (Hybrid journal),Impact of routine bedside infectious disease consultation on clinical management and outcome of Staphylococcus aureus bacteraemia in adults,29/05/2015,RCUK,,,,,,,,,17/06/2015,,,,,2061.72,,,,,,,CC BY,Yes,Yes,Not labelled on CC BY until recently
University of Cambridge,28/05/2015,,Department of Applied Maths and Theoretical Physics,,,10.1098/rsif.2014.1358,,Royal Society,Interface,1742-5689,Journal Article/Review (Hybrid journal),Metachronal waves in the flagellar beating of Volvox and their hydrodynamic origin,03/06/2015,RCUK,COAF,,,,,,,,01/06/2015,,,,,1440,,,,,,,CC BY,Yes,Yes,
University of Cambridge,28/05/2015,,Department of Pure Mathematics and Mathematical Statistics,,,10.1515/crelle-2015-0008,,De Gruyter,Journal fr die reine und angewandte Mathematik,,,On the motive of some hyperKhler varieties,05/06/2015,RCUK,,,,,,,,,,,,,,,,,,,,,None,No,No,Not yet invoiced
University of Cambridge,29/05/2015,,Department of Engineering,,,,,Wiley,Journal of the American Ceramic Society,0002-7820,Journal Article/Review (Hybrid journal),The Compelling Case for Indentation as a Functional Exploratory and Characterization Tool,,RCUK,,,,,,,,,,,,,,,,,,,,,,,,Not yet invoiced
University of Cambridge,30/05/2015,,"Department of Physiology, Development and Neuroscience",,,10.1210/en.2015-1197,,Endocrine Society,Endocrinology,0013-7227,Journal Article/Review (Hybrid journal),Maternal dexamethasone treatment alters tissue and circulating components of the renin-angiotensin system in the pregnant ewe and fetus,03/06/2015,RCUK,,,,,,,,,,,,,,,,,,,,,CC BY,Yes,Yes,Not yet invoiced
University of Cambridge,01/06/2015,,Department of Pharmacology,,,10.1016/j.celrep.2015.06.001,,Cell Press,Cell Reports,2211-1247,Journal Article/Review (Full OA journal),Microtubule-Associated Protein 3 Regulates IP3 Receptor Clustering and Ca2+ Signaling in Endothelial Cells,25/06/2015,COAF,,,,,,,,,30/06/2015,,,,,1908.4,,,,,,,CC BY,Yes,Yes,
University of Cambridge,01/06/2015,,Department of Public Health and Primary Care,,,10.1016/j.ijcard.2015.05.166,,Elsevier,International Journal of Cardiology,,Journal Article/Review (Hybrid journal),"The relationship between dietary magnesium intake, stroke and its major risk factors, blood pressure and cholesterol, in the EPIC-Norfolk cohort",31/05/2015,RCUK,COAF,,,,,,,,,,,,,,,,,,,,None,No,No,Not OA. No licence. Not yet invoiced.
University of Cambridge,01/06/2015,,"Department of Physiology, Development and Neuroscience",,,10.1111/jpi.12242,,Wiley,Journal of Pineal Research,,Journal Article/Review (Hybrid journal),Melatonin modulates the fetal cardiovascular defense response to acute hypoxia,22/04/2015,COAF,,,,,,,,,08/07/2015,,,,,2311.55,,,,,,,CC BY,Yes,No,Only became OA on 23/7/2015
University of Cambridge,01/06/2015,,"Department of Physiology, Development and Neuroscience",,,,,Wiley,The Journal of Physiology,0022-3751,Journal Article/Review (Hybrid journal),Variations on fetal heart rate variability,,COAF,,,,,,,,,,,,,,,,,,,,,,,,Not yet invoiced
University of Cambridge,02/06/2015,,Department of Biochemistry,,,10.1016/j.chembiol.2015.05.010,,Cell Press,Chemistry & Biology,1074-5521,Journal Article/Review (Hybrid journal),Iterative Mechanism of Macrodiolide Formation in the Anticancer Compound Conglobatin,18/06/2015,RCUK,,,,,,,,,17/06/2015,,,,,3838.94,,,,,,,CC BY,Yes,Yes,
University of Cambridge,02/06/2015,,Department of Chemical Engineering and Biotechnology,,,10.1021/acssuschemeng.5b00397,,American Chemical Society,Continuous Flow Metathesis for Direct Valorization of Food Waste: An Example of Cocoa Butter Triglyceride,,Journal Article/Review (Hybrid journal),ACS Sustainable Chemical Engineering,26/05/2015,RCUK,,,,,,,,,06/07/2015,,,,,1526.71,,,,,,,CC BY,Yes,Yes,
University of Cambridge,02/06/2015,,Centre for Family Research,,,10.1007/s40592-015-0018-y,,Springer,Monash Bioethics Review,,Journal Article/Review (Hybrid journal),"Gamete donation, information sharing and the best interests of the child: an overview of the psychosocial evidence",05/03/2015,COAF,,,,,,,,,,,,,,,,,,,,,None,No,No,Not yet invoiced
University of Cambridge,02/06/2015,,Department of Engineering,,,10.1016/j.snb.2015.05.131,,Elsevier,Sensors and Actuators B: Chemical,,Journal Article/Review (Hybrid journal),The transient start-up response of a universal exhaust gas oxygen sensor to investigate the Nernst equation in platinum/zirconia cells,14/06/2015,RCUK,,,,,,,,,24/06/2015,,,,,2011.36,,,,,,,CC BY,Yes,Yes,
University of Cambridge,03/06/2015,,Computer Laboratory,,,10.1016/j.cagd.2015.06.001,,Elsevier,Computer Aided Geometric Design,,Journal Article/Review (Hybrid journal),Watertight conversion of trimmed CAD surfaces to CloughTocher splines,10/06/2015,RCUK,,,,,,,,,,,,,,,,,,,,,CC BY,Yes,Yes,Not yet invoiced
University of Cambridge,03/06/2015,,Department of Earth Sciences,,,10.1016/j.epsl.2015.06.008,,Elsevier,Earth and Planetary Science Letters,0012-821X,Journal Article/Review (Hybrid journal),Diffusive over-hydration of olivine-hosted melt inclusions,11/06/2015,RCUK,,,,,,,,,17/06/2015,,,,,2341.76,,,,,,,CC BY,Yes,Yes,
University of Cambridge,03/06/2015,,Department of Chemistry,,,10.1039/C5EE01167A ,,Royal Society of Chemistry,Energy & Environmental Science ,,Journal Article/Review (Hybrid journal),Oxygen-tolerant proton reduction catalysis: much O2 about nothing?,29/05/2015,RCUK,,,,,,,,,,,,,,,,,,APC Voucher,,,CC BY,Yes,Yes,
University of Cambridge,03/06/2015,,Department of Materials Science and Metallurgy,,,10.1098/rsif.2015.0190 ,,Royal Society,Interface,1742-5689,Journal Article/Review (Hybrid journal),"Synthesis, characterization and modelling of zinc and silicate co-substituted hydroxyapatite",03/06/2015,RCUK,,,,,,,,,02/07/2015,,,,,1530,,,,,,,None,No,No,
University of Cambridge,03/06/2015,,Department of Pathology,,,10.1128/JVI.01043-15 ,,American Society for Microbiology,Journal of Virology,0022-538X,Journal Article/Review (Hybrid journal),Characterization of ribosomal frameshifting in Theiler's murine encephalomyelitis virus,10/06/2015,RCUK,COAF,,,,,,,,,,,,,,,,,,,,None,No,No,Not yet invoiced
University of Cambridge,04/06/2015,,MRC Epidemiology Unit,,,10.1093/jnci/djv178,,Oxford University Press,Journal of the National Cancer Institute,,Journal Article/Review (Hybrid journal),Evidence of a Causal Association Between Insulinemia and Endometrial Cancer: A Mendelian Randomization Analysis,28/05/2015,RCUK,COAF,,,,,,,,,,,,,,,,,,,,CC BY,Yes,Yes,Not yet invoiced
University of Cambridge,04/06/2015,,Cambridge Institute for Medical Research,,,10.1371/journal.pgen.1005272,,Public Library of Science,PLOS Genetics,1553-7390,Journal Article/Review (Full OA journal),Dissection of a Complex Disease Susceptibility Region Using a Bayesian Stochastic Search Approach to Fine Mapping,24/06/2015,RCUK,COAF,,,,,,,,08/06/2015,,,,,1758.04,,,,,,,CC BY,Yes,Yes,
University of Cambridge,04/06/2015,,MRC Epidemiology Unit,,,10.1371/journal.pone.0126465,,Public Library of Science,PLOS ONE,1932-6203,Journal Article/Review (Full OA journal),"Physical Activity, Sedentary Time and Physical Capability in Early Old Age: British Birth Cohort Study",11/05/2015,RCUK,,,,,,,,,17/06/2015,,,,,520.93,,,,,,,CC BY,Yes,Yes,
University of Cambridge,04/06/2015,,Cambridge Stem Cell Institute,,,10.1523/JNEUROSCI.0540-15.2015,,Society for Neuroscience,The Journal of Neuroscience,0270-6474,Journal Article/Review (Hybrid journal),Functional Magnetic Resonance Imaging of Rats with Experimental Autoimmune Encephalomyelitis Reveals Brain Cortex Remodeling,08/07/2015,RCUK,COAF,,,,,,,,,,,,,,,,,,,,None,No,No,Not yet invoiced
University of Cambridge,05/06/2015,,Department of Pure Mathematics and Mathematical Statistics,,,,,Taylor & Francis,Journal of Computational and Graphical Statistics,,Journal Article/Review (Hybrid journal),Towards Automatic Model Selection: An adaptive sequential monte carlo approach,,RCUK,,,,,,,,,16/07/2015,,,,,536.4,,,,APC offset voucher,,,,,,
University of Cambridge,08/06/2015,,Department of Pathology,,,10.15252/embr.201540509,,Wiley,EMBO Reports,1469-221X,Journal Article/Review (Hybrid journal),Transcriptional slippage in the positive-sense RNA virus family Potyviridae,25/06/2015,RCUK,COAF,,,,,,,,16/07/2015,,,,,3012.36,,,,,,,CC BY,Yes,Yes,
University of Cambridge,08/06/2015,,Department of Materials Science and Metallurgy,,,10.1088/0953-2048/28/8/085009,,IOP Publishing,Superconductor Science and Technology,,Journal Article/Review (Hybrid journal),The effect of stabilizer on the trapped field of stacks of superconducting tape magnetized by a pulsed field,01/07/2015,RCUK,,,,,,,,,,,,,,,,,,,,,CC BY,Yes,Yes,Not yet invoiced
University of Cambridge,09/06/2015,,Department of Physics,,,10.1021/acsami.5b02768,,American Chemical Society,ACS Applied Materials & Interfaces,,Journal Article/Review (Hybrid journal),Revealing Invisible Photonic Inscriptions: Images from Strain,03/06/2015,RCUK,,,,,,,,,18/06/2015,,,,,1571.29,,,,,,,CC BY,Yes,Yes,
University of Cambridge,09/06/2015,,Department of Veterinary Medicine,,,10.1371/journal.pcbi.1004312,,Public Library of Science,PLOS Computational Biology,1553-734X,Journal Article/Review (Full OA journal),Measuring Asymmetry in Time-Stamped Phylogenies,06/07/2015,RCUK,,,,,,,,,06/07/2015,,,,,1717.56,,,,,,,CC BY,Yes,Yes,
University of Cambridge,09/06/2015,,Department of Psychiatry,,,10.1371/journal.pone.0131202,,Public Library of Science,PLOS ONE,1932-6203,Journal Article/Review (Full OA journal),A Pooled Genome-Wide Association Study of Asperger Syndrome,15/07/2015,RCUK,,,,,,,,,06/07/2015,,,,,1030.54,,,,,,,CC BY,Yes,Yes,
University of Cambridge,09/06/2015,,Department of Pathology,,,10.1002/path.4539,,Wiley,The Journal of Pathology,,Journal Article/Review (Hybrid journal),Oncogenic role of miR-155 in anaplastic large cell lymphoma lacking the t(2;5) translocation,26/03/2015,COAF,,,,,,,,,02/07/2015,,,,,2288.76,,,,,,,None,No,No,
University of Cambridge,10/06/2015,,Department of Chemistry,,,10.1002/anie.201506236,,Wiley,Angewandte Chemie International Edition,1433-7851,Journal Article/Review (Hybrid journal),Photocatalytic Formic Acid Conversion on CdS Nanocrystals with Controllable Selectivity for H2 or CO,17/07/2015,RCUK,,,,,,,,,24/06/2015,,,,,2549.98,,,,,,,None,No,No,
University of Cambridge,10/06/2015,,Behavioural and Clinical Neuroscience Institute,,,10.1016/j.biopsych.2015.06.009,,Elsevier,Biological Psychiatry,,Journal Article/Review (Hybrid journal),Jumping the Gun: Mapping Neural Correlates of Waiting Impulsivity and Relevance Across Alcohol Misuse,12/06/2015,RCUK,COAF,,,,,,,,15/06/2015,,,,,2320.8,,,,,,,CC BY,Yes,Yes,
University of Cambridge,10/06/2015,,MRC Epidemiology Unit,,,,,Wiley,Diabetic Medicine,,Journal Article/Review (Hybrid journal),"Objectively measured sedentary time, physical activity and kidney function in people with recently diagnosed type 2 diabetes: a prospective cohort analysis",,RCUK,COAF,,,,,,,,,,,,,,,,,,,,,,,Not yet invoiced
University of Cambridge,10/06/2015,,Department of Chemistry,,,10.1021/jacs.5b03737,,American Chemical Society,Journal of the American Chemical Society,0002-7863,Journal Article/Review (Hybrid journal),Wiring of Photosystem II to Hydrogenase for Photoelectrochemical Water Splitting,05/06/2015,RCUK,,,,,,,,,18/06/2015,,,,,1570.79,,,,,,,CC BY,Yes,Yes,
University of Cambridge,10/06/2015,,Department of Materials Science and Metallurgy,,,10.1039/C5NR01999K ,,Royal Society of Chemistry,Nanoscale,2040-3364,Journal Article/Review (Hybrid journal),Symmetry breaking polymerization: one-pot synthesis of plasmonic hybrid Janus nanoparticles,14/05/2015,RCUK,,,,,,,,,,,,,,,,,,APC Voucher,,,CC BY,Yes,Yes,
University of Cambridge,10/06/2015,,Department of Psychology,,,10.1371/journal.pone.0131016,,Public Library of Science,PLOS ONE,1932-6203,Journal Article/Review (Full OA journal),Alcohol-Preferring Rats Show Goal Oriented Behaviour to Food Incentives but Are Neither Sign-Trackers Nor Impulsive,22/06/2015,RCUK,COAF,,,,,,,,04/06/2015,,,,,1061.88,,,,,,,CC BY,Yes,Yes,
University of Cambridge,10/06/2015,,Department of Pathology,,,10.1002/path.4571,,Wiley,The Journal of Pathology,,Journal Article/Review (Hybrid journal),Defective erythropoiesis in a mouse model of reduced Fbxo7 expression due to decreased p27 expression,08/07/2015,RCUK,,,,,,,,,17/06/2015,,,,,2329.49,,,,,,,CC BY,Yes,Yes,
University of Cambridge,11/06/2015,,Department of Engineering,,,10.1109/JLT.2015.2443984,,IEEE,Journal of Lightwave Technology,,,?LED-based Single-Wavelength Bi-directional POF Link with 10 Gb/s Aggregate Data Rate,16/06/2015,RCUK,,,,,,,,,06/07/2015,,,,,1335.88,,,,,,,CC BY,Yes,Yes,
University of Cambridge,11/06/2015,,Department of Biochemistry,,,10.1007/s11306-015-0819-2,,Springer,Metabolomics,1932-6203,Journal Article/Review (Hybrid journal),Biomass composition: the elephant in the room of metabolic modelling,11/06/2015,RCUK,,,,,,,,,24/06/2015,,,,,1930.67,,,,,,,CC BY,Yes,Yes,
University of Cambridge,11/06/2015,,Department of Engineering,,,10.1007/s00542-015-2599-z,,Springer,Microsystem Technologies,,Journal Article/Review (Hybrid journal),Five topologies of cantilever-based MEMS piezoelectric vibration energy harvesters: a numerical and experimental comparison,03/07/2015,RCUK,,,,,,,,,28/07/2015,,,,,1897.09,,,,,,,CC BY,Yes,Yes,Not yet invoiced
University of Cambridge,11/06/2015,,Department of Applied Mathematics and Theoretical Physics,,,10.1093/qmath/hav022,,Oxford University Press,Quarterly Journal of Mathematics,,Journal Article/Review (Hybrid journal),STRICTLY CONTINUOUS EXTENSION OF FUNCTIONALS WITH LINEAR GROWTH TO THE SPACE BV,30/06/2015,RCUK,,,,,,,,,24/06/2015,,,,,2100,,,,,,,CC BY,Yes,Yes,
University of Cambridge,12/06/2015,,CRUK Cambridge Institute,,,10.1186/s13059-015-0696-z,,BioMed Central,Genome Biology,1465-6906,Journal Article/Review (Full OA journal),FOXM1 binds directly to non-consensus sequences in the human genome,23/06/2015,COAF,,,,,,,,,12/06/2015,,,,,1865.4,,,,,,,CC BY,Yes,Yes,
University of Cambridge,12/06/2015,,Department of Chemistry,,,10.1021/jacs.5b00280,,American Chemical Society,Journal of the American Chemical Society,0002-7863,Journal Article/Review (Hybrid journal),Characterization of the Dynamics in the Protonic Conductor CsH2PO4 by 17O Solid-State NMR Spectroscopy and First-Principles Calculations: Correlating Phosphate and Protonic Motion,03/03/2015,RCUK,,,,,,,,,10/07/2015,,,,,1526.71,,,,,,,None,No,No,
University of Cambridge,12/06/2015,,Cancer Research UK Cambridge Institute,,,10.1016/j.ymeth.2015.06.010,,Elsevier,Methods,,Journal Article/Review (Hybrid journal),XL-MS: Protein cross-linking coupled with mass spectrometry,12/06/2015,RCUK,,,,,,,,,09/10/2014,,,,,2307.36,,,,,,,CC BY,Yes,Yes,
University of Cambridge,12/06/2015,,Department of Chemistry,,,10.1021/acs.orglett.5b01307,,American Chemical Society,Organic Letters,1523-7052,Journal Article/Review (Hybrid journal),Machines vs Malaria: A Flow-Based Preparation of the Drug Candidate OZ439,16/06/2015,RCUK,,,,,,,,,24/06/2015,,,,,388.25,,,,,,,CC BY,Yes,Yes,
University of Cambridge,12/06/2015,,Department of Veterinary Medicine,,,10.1098/rstb.2014.0240,,Royal Society,Philosophical Transactions of the Royal Society B,0962-8436,Journal Article/Review (Hybrid journal),Assigning and visualizing germline genes in antibody repertoires,20/07/2015,RCUK,,,,,,,,,,,,,,,,,,,,,CC BY,Yes,Yes,
University of Cambridge,12/06/2015,,Stem Cell Institute,,,,,Public Library of Science,PLOS ONE,1932-6203,Journal Article/Review (Full OA journal),The LMO2 -25 region harbours GATA2-dependent myeloid enhancer and RUNX-dependent T-lymphoid repressor activity,,RCUK,COAF,,,,,,,,11/06/2015,,,,,1056.06,,,,,,,,,,
University of Cambridge,12/06/2015,,Department of Medicine,,,10.1016/j.tips.2015.06.002,,Cell Press,Trends in Pharmacological Sciences,,Journal Article/Review (Hybrid journal),"Apelin, Elabela/Toddler and biased agonists as 1 novel therapeutic agents in the 2 cardiovascular system",01/07/2015,RCUK,COAF,,,,,,,,18/06/2015,,,,,2315.31,,,,,,,CC BY,Yes,Yes,
